anio,codigo_departamento,nombre_departamento,codigo_distrito,nombre_distrito,codigo_zona,nombre_zona,sector_o_tipo_gestion,anho_cod_geo,cantidad_matriculados_hombre,cantidad_matriculados_mujer
2023,17,Alto Paraguay,4,Bahía Negra,1,Urbana,Oficial,,244,205
2023,17,Alto Paraguay,4,Bahía Negra,2,Rural,Privado,,11,18
2023,17,Alto Paraguay,4,Bahía Negra,2,Rural,Oficial,,88,105
2023,17,Alto Paraguay,5,Carmelo Peralta,2,Rural,Oficial,,347,337
2023,17,Alto Paraguay,5,Carmelo Peralta,1,Urbana,Oficial,,271,223
2023,17,Alto Paraguay,1,Fuerte Olimpo,1,Urbana,Oficial,,401,374
2023,17,Alto Paraguay,1,Fuerte Olimpo,2,Rural,Privado Subvencionado,,95,79
2023,17,Alto Paraguay,1,Fuerte Olimpo,2,Rural,Privado,,4,9
2023,17,Alto Paraguay,1,Fuerte Olimpo,2,Rural,Oficial,,235,235
2023,17,Alto Paraguay,1,Fuerte Olimpo,1,Urbana,Privado,,6,10
2023,17,Alto Paraguay,2,Puerto Casado,1,Urbana,Privado,,30,23
2023,17,Alto Paraguay,2,Puerto Casado,1,Urbana,Oficial,,324,348
2023,17,Alto Paraguay,2,Puerto Casado,2,Rural,Privado Subvencionado,,83,94
2023,17,Alto Paraguay,2,Puerto Casado,2,Rural,Privado,,28,23
2023,17,Alto Paraguay,2,Puerto Casado,2,Rural,Oficial,,244,252
2023,17,Alto Paraguay,2,Puerto Casado,1,Urbana,Privado Subvencionado,,167,141
2023,10,Alto Paraná,1,Ciudad del Este,2,Rural,Oficial,,12,11
2023,10,Alto Paraná,1,Ciudad del Este,1,Urbana,Oficial,,33446,35997
2023,10,Alto Paraná,1,Ciudad del Este,1,Urbana,Privado,,8669,9323
2023,10,Alto Paraná,1,Ciudad del Este,1,Urbana,Privado Subvencionado,,1570,1563
2023,10,Alto Paraná,3,Domingo Martínez de Irala,2,Rural,Oficial,,474,414
2023,10,Alto Paraná,3,Domingo Martínez de Irala,1,Urbana,Oficial,,164,176
2023,10,Alto Paraná,4,Dr. Juan León Mallorquín,1,Urbana,Privado Subvencionado,,475,535
2023,10,Alto Paraná,4,Dr. Juan León Mallorquín,1,Urbana,Oficial,,1089,1063
2023,10,Alto Paraná,4,Dr. Juan León Mallorquín,1,Urbana,Privado,,88,184
2023,10,Alto Paraná,4,Dr. Juan León Mallorquín,2,Rural,Oficial,,595,561
2023,10,Alto Paraná,22,Dr. Raúl Peña,1,Urbana,Oficial,,114,116
2023,10,Alto Paraná,22,Dr. Raúl Peña,2,Rural,Oficial,,700,651
2023,10,Alto Paraná,5,Hernandarias,2,Rural,Privado,,49,74
2023,10,Alto Paraná,5,Hernandarias,1,Urbana,Privado Subvencionado,,348,383
2023,10,Alto Paraná,5,Hernandarias,2,Rural,Oficial,,1520,1471
2023,10,Alto Paraná,5,Hernandarias,2,Rural,Privado Subvencionado,,357,370
2023,10,Alto Paraná,5,Hernandarias,1,Urbana,Oficial,,7419,7245
2023,10,Alto Paraná,5,Hernandarias,1,Urbana,Privado,,1221,1250
2023,10,Alto Paraná,19,Iruña,1,Urbana,Oficial,,153,157
2023,10,Alto Paraná,19,Iruña,1,Urbana,Privado,,51,28
2023,10,Alto Paraná,19,Iruña,2,Rural,Oficial,,227,194
2023,10,Alto Paraná,6,Itakyry,2,Rural,Oficial,,2907,2814
2023,10,Alto Paraná,6,Itakyry,1,Urbana,Oficial,,567,597
2023,10,Alto Paraná,6,Itakyry,1,Urbana,Privado Subvencionado,,181,175
2023,10,Alto Paraná,6,Itakyry,2,Rural,Privado,,16,13
2023,10,Alto Paraná,7,Juan E. O'Leary,1,Urbana,Privado Subvencionado,,3,48
2023,10,Alto Paraná,7,Juan E. O'Leary,1,Urbana,Oficial,,648,634
2023,10,Alto Paraná,7,Juan E. O'Leary,1,Urbana,Privado,,39,92
2023,10,Alto Paraná,7,Juan E. O'Leary,2,Rural,Oficial,,1646,1534
2023,10,Alto Paraná,7,Juan E. O'Leary,2,Rural,Privado Subvencionado,,38,13
2023,10,Alto Paraná,10,Los Cedrales,1,Urbana,Privado Subvencionado,,97,76
2023,10,Alto Paraná,10,Los Cedrales,2,Rural,Oficial,,845,844
2023,10,Alto Paraná,10,Los Cedrales,2,Rural,Privado,,3,15
2023,10,Alto Paraná,17,Mbaracayú,1,Urbana,Oficial,,134,150
2023,10,Alto Paraná,17,Mbaracayú,2,Rural,Oficial,,553,527
2023,10,Alto Paraná,11,Minga Guazú,2,Rural,Privado Subvencionado,,830,783
2023,10,Alto Paraná,11,Minga Guazú,2,Rural,Privado,,103,103
2023,10,Alto Paraná,11,Minga Guazú,1,Urbana,Oficial,,4127,4081
2023,10,Alto Paraná,11,Minga Guazú,1,Urbana,Privado,,515,516
2023,10,Alto Paraná,11,Minga Guazú,1,Urbana,Privado Subvencionado,,940,1097
2023,10,Alto Paraná,11,Minga Guazú,2,Rural,Oficial,,5084,4743
2023,10,Alto Paraná,16,Minga Porá,1,Urbana,Oficial,,579,530
2023,10,Alto Paraná,16,Minga Porá,2,Rural,Oficial,,1238,1223
2023,10,Alto Paraná,16,Minga Porá,1,Urbana,Privado,,2,9
2023,10,Alto Paraná,8,Ñacunday,2,Rural,Oficial,,730,756
2023,10,Alto Paraná,8,Ñacunday,1,Urbana,Oficial,,189,165
2023,10,Alto Paraná,14,Naranjal,2,Rural,Oficial,,251,234
2023,10,Alto Paraná,14,Naranjal,1,Urbana,Oficial,,343,377
2023,10,Alto Paraná,14,Naranjal,1,Urbana,Privado,,41,28
2023,10,Alto Paraná,2,Presidente Franco,1,Urbana,Privado,,780,811
2023,10,Alto Paraná,2,Presidente Franco,2,Rural,Oficial,,2271,2234
2023,10,Alto Paraná,2,Presidente Franco,1,Urbana,Oficial,,7101,7011
2023,10,Alto Paraná,2,Presidente Franco,2,Rural,Privado,,26,26
2023,10,Alto Paraná,2,Presidente Franco,1,Urbana,Privado Subvencionado,,441,442
2023,10,Alto Paraná,18,San Alberto,1,Urbana,Oficial,,835,901
2023,10,Alto Paraná,18,San Alberto,1,Urbana,Privado,,60,79
2023,10,Alto Paraná,18,San Alberto,1,Urbana,Privado Subvencionado,,376,345
2023,10,Alto Paraná,18,San Alberto,2,Rural,Oficial,,209,270
2023,10,Alto Paraná,12,San Cristóbal,1,Urbana,Oficial,,202,239
2023,10,Alto Paraná,12,San Cristóbal,1,Urbana,Privado,,144,155
2023,10,Alto Paraná,12,San Cristóbal,2,Rural,Oficial,,764,745
2023,10,Alto Paraná,12,San Cristóbal,2,Rural,Privado,,77,87
2023,10,Alto Paraná,20,Santa Fe del Paraná,2,Rural,Oficial,,189,179
2023,10,Alto Paraná,20,Santa Fe del Paraná,1,Urbana,Oficial,,232,242
2023,10,Alto Paraná,20,Santa Fe del Paraná,2,Rural,Privado,,63,57
2023,10,Alto Paraná,13,Santa Rita,2,Rural,Oficial,,1292,1185
2023,10,Alto Paraná,13,Santa Rita,1,Urbana,Privado,,333,529
2023,10,Alto Paraná,13,Santa Rita,1,Urbana,Privado Subvencionado,,548,533
2023,10,Alto Paraná,13,Santa Rita,1,Urbana,Oficial,,1491,1536
2023,10,Alto Paraná,15,Santa Rosa del Monday,1,Urbana,Privado,,48,52
2023,10,Alto Paraná,15,Santa Rosa del Monday,1,Urbana,Privado Subvencionado,,101,92
2023,10,Alto Paraná,15,Santa Rosa del Monday,2,Rural,Oficial,,181,172
2023,10,Alto Paraná,15,Santa Rosa del Monday,1,Urbana,Oficial,,333,315
2023,10,Alto Paraná,21,Tavapy,2,Rural,Oficial,,406,380
2023,10,Alto Paraná,21,Tavapy,1,Urbana,Oficial,,493,482
2023,10,Alto Paraná,9,Yguazú,2,Rural,Privado Subvencionado,,198,200
2023,10,Alto Paraná,9,Yguazú,1,Urbana,Oficial,,567,662
2023,10,Alto Paraná,9,Yguazú,2,Rural,Oficial,,404,393
2023,10,Alto Paraná,9,Yguazú,2,Rural,Privado,,53,63
2023,13,Amambay,2,Bella Vista,1,Urbana,Privado Subvencionado,,180,187
2023,13,Amambay,2,Bella Vista,1,Urbana,Oficial,,528,604
2023,13,Amambay,2,Bella Vista,2,Rural,Oficial,,394,405
2023,13,Amambay,3,Capitán Bado,2,Rural,Oficial,,752,730
2023,13,Amambay,3,Capitán Bado,1,Urbana,Privado,,142,182
2023,13,Amambay,3,Capitán Bado,1,Urbana,Oficial,,1064,1085
2023,13,Amambay,6,Cerro Corá,2,Rural,Oficial,,1130,1203
2023,13,Amambay,5,Karapai,2,Rural,Oficial,,256,253
2023,13,Amambay,5,Karapai,1,Urbana,Oficial,,366,355
2023,13,Amambay,1,Pedro Juan Caballero,1,Urbana,Privado Subvencionado,,1203,1210
2023,13,Amambay,1,Pedro Juan Caballero,2,Rural,Privado,,15,10
2023,13,Amambay,1,Pedro Juan Caballero,1,Urbana,Oficial,,9095,9309
2023,13,Amambay,1,Pedro Juan Caballero,1,Urbana,Privado,,1756,1659
2023,13,Amambay,1,Pedro Juan Caballero,2,Rural,Oficial,,1692,1794
2023,13,Amambay,4,Zanja Pyta,2,Rural,Oficial,,232,236
2023,13,Amambay,4,Zanja Pyta,1,Urbana,Oficial,,168,135
2023,16,Boquerón,6,Boquerón,1,Urbana,Oficial,,5,18
2023,16,Boquerón,6,Boquerón,2,Rural,Privado Subvencionado,,437,333
2023,16,Boquerón,6,Boquerón,2,Rural,Oficial,,1234,1271
2023,16,Boquerón,6,Boquerón,2,Rural,Privado,,250,265
2023,16,Boquerón,4,Filadelfia,1,Urbana,Oficial,,1233,1329
2023,16,Boquerón,4,Filadelfia,2,Rural,Privado,,81,85
2023,16,Boquerón,4,Filadelfia,2,Rural,Privado Subvencionado,,16,14
2023,16,Boquerón,4,Filadelfia,1,Urbana,Privado Subvencionado,,421,431
2023,16,Boquerón,4,Filadelfia,2,Rural,Oficial,,163,154
2023,16,Boquerón,4,Filadelfia,1,Urbana,Privado,,391,403
2023,16,Boquerón,5,Loma Plata,1,Urbana,Oficial,,573,665
2023,16,Boquerón,5,Loma Plata,2,Rural,Privado Subvencionado,,246,267
2023,16,Boquerón,5,Loma Plata,2,Rural,Privado,,241,224
2023,16,Boquerón,5,Loma Plata,2,Rural,Oficial,,1136,1101
2023,16,Boquerón,5,Loma Plata,1,Urbana,Privado,,837,753
2023,16,Boquerón,2,Mariscal Estigarribia,1,Urbana,Oficial,,45,55
2023,16,Boquerón,2,Mariscal Estigarribia,2,Rural,Privado Subvencionado,,527,520
2023,16,Boquerón,2,Mariscal Estigarribia,1,Urbana,Privado,,68,56
2023,16,Boquerón,2,Mariscal Estigarribia,2,Rural,Privado,,158,127
2023,16,Boquerón,2,Mariscal Estigarribia,2,Rural,Oficial,,719,675
2023,16,Boquerón,2,Mariscal Estigarribia,1,Urbana,Privado Subvencionado,,191,198
2023,5,Caaguazú,18,3 de Febrero,2,Rural,Oficial,,572,532
2023,5,Caaguazú,18,3 de Febrero,1,Urbana,Oficial,,278,297
2023,5,Caaguazú,2,Caaguazú,2,Rural,Oficial,,3932,3656
2023,5,Caaguazú,2,Caaguazú,1,Urbana,Oficial,,8379,7997
2023,5,Caaguazú,2,Caaguazú,1,Urbana,Privado,,391,834
2023,5,Caaguazú,2,Caaguazú,1,Urbana,Privado Subvencionado,,1179,1325
2023,5,Caaguazú,3,Carayaó,1,Urbana,Oficial,,442,426
2023,5,Caaguazú,3,Carayaó,2,Rural,Oficial,,1175,1039
2023,5,Caaguazú,1,Coronel Oviedo,2,Rural,Privado Subvencionado,,114,110
2023,5,Caaguazú,1,Coronel Oviedo,2,Rural,Oficial,,2855,2863
2023,5,Caaguazú,1,Coronel Oviedo,2,Rural,Privado,,230,95
2023,5,Caaguazú,1,Coronel Oviedo,1,Urbana,Privado,,258,637
2023,5,Caaguazú,1,Coronel Oviedo,1,Urbana,Oficial,,7520,7367
2023,5,Caaguazú,1,Coronel Oviedo,1,Urbana,Privado Subvencionado,,2666,2751
2023,5,Caaguazú,4,Dr. Cecilio Báez,1,Urbana,Oficial,,318,312
2023,5,Caaguazú,4,Dr. Cecilio Báez,1,Urbana,Privado Subvencionado,,43,67
2023,5,Caaguazú,4,Dr. Cecilio Báez,2,Rural,Oficial,,399,410
2023,5,Caaguazú,12,Dr. Juan Eulogio Estigarribia,1,Urbana,Privado Subvencionado,,731,674
2023,5,Caaguazú,12,Dr. Juan Eulogio Estigarribia,2,Rural,Privado,,190,233
2023,5,Caaguazú,12,Dr. Juan Eulogio Estigarribia,2,Rural,Oficial,,1895,1788
2023,5,Caaguazú,12,Dr. Juan Eulogio Estigarribia,1,Urbana,Privado,,180,211
2023,5,Caaguazú,12,Dr. Juan Eulogio Estigarribia,1,Urbana,Oficial,,2011,1949
2023,5,Caaguazú,6,Dr. Juan Manuel Frutos,2,Rural,Oficial,,1640,1570
2023,5,Caaguazú,6,Dr. Juan Manuel Frutos,1,Urbana,Oficial,,1131,949
2023,5,Caaguazú,6,Dr. Juan Manuel Frutos,1,Urbana,Privado,,6,41
2023,5,Caaguazú,15,José Domingo Ocampos,1,Urbana,Oficial,,279,339
2023,5,Caaguazú,15,José Domingo Ocampos,1,Urbana,Privado,,14,30
2023,5,Caaguazú,15,José Domingo Ocampos,2,Rural,Oficial,,679,667
2023,5,Caaguazú,17,La Pastora,2,Rural,Oficial,,520,489
2023,5,Caaguazú,16,Mariscal Francisco Solano López,2,Rural,Oficial,,443,460
2023,5,Caaguazú,16,Mariscal Francisco Solano López,1,Urbana,Oficial,,199,178
2023,5,Caaguazú,16,Mariscal Francisco Solano López,1,Urbana,Privado,,54,88
2023,5,Caaguazú,8,Nueva Londres,1,Urbana,Oficial,,157,151
2023,5,Caaguazú,8,Nueva Londres,2,Rural,Oficial,,159,166
2023,5,Caaguazú,22,Nueva Toledo,2,Rural,Oficial,,500,450
2023,5,Caaguazú,22,Nueva Toledo,1,Urbana,Privado,,57,75
2023,5,Caaguazú,22,Nueva Toledo,1,Urbana,Oficial,,159,191
2023,5,Caaguazú,14,Raúl Arsenio Oviedo,2,Rural,Oficial,,1270,1264
2023,5,Caaguazú,14,Raúl Arsenio Oviedo,2,Rural,Privado,,75,63
2023,5,Caaguazú,14,Raúl Arsenio Oviedo,2,Rural,Privado Subvencionado,,198,180
2023,5,Caaguazú,14,Raúl Arsenio Oviedo,1,Urbana,Oficial,,433,412
2023,5,Caaguazú,7,Repatriación,2,Rural,Oficial,,3014,2857
2023,5,Caaguazú,7,Repatriación,1,Urbana,Oficial,,581,571
2023,5,Caaguazú,7,Repatriación,1,Urbana,Privado Subvencionado,,6,26
2023,5,Caaguazú,13,R.I. 3 Corrales,1,Urbana,Oficial,,176,173
2023,5,Caaguazú,13,R.I. 3 Corrales,2,Rural,Oficial,,587,568
2023,5,Caaguazú,9,San Joaquín,1,Urbana,Privado Subvencionado,,202,163
2023,5,Caaguazú,9,San Joaquín,1,Urbana,Oficial,,285,257
2023,5,Caaguazú,9,San Joaquín,2,Rural,Oficial,,1107,1099
2023,5,Caaguazú,10,San José de los Arroyos,2,Rural,Oficial,,829,727
2023,5,Caaguazú,10,San José de los Arroyos,1,Urbana,Oficial,,618,543
2023,5,Caaguazú,10,San José de los Arroyos,1,Urbana,Privado Subvencionado,,327,353
2023,5,Caaguazú,5,Santa Rosa del Mbutuy,2,Rural,Oficial,,1110,1034
2023,5,Caaguazú,5,Santa Rosa del Mbutuy,1,Urbana,Oficial,,266,251
2023,5,Caaguazú,19,Simón Bolívar,1,Urbana,Oficial,,251,252
2023,5,Caaguazú,19,Simón Bolívar,2,Rural,Oficial,,297,274
2023,5,Caaguazú,21,Tembiaporá,1,Urbana,Oficial,,351,351
2023,5,Caaguazú,21,Tembiaporá,2,Rural,Oficial,,1469,1500
2023,5,Caaguazú,21,Tembiaporá,1,Urbana,Privado,,50,67
2023,5,Caaguazú,20,Vaquería,2,Rural,Oficial,,815,807
2023,5,Caaguazú,20,Vaquería,1,Urbana,Oficial,,745,743
2023,5,Caaguazú,11,Yhú,2,Rural,Oficial,,3147,3018
2023,5,Caaguazú,11,Yhú,1,Urbana,Oficial,,282,327
2023,6,Caazapá,11,3 de Mayo,1,Urbana,Oficial,,192,177
2023,6,Caazapá,11,3 de Mayo,2,Rural,Oficial,,1767,1563
2023,6,Caazapá,11,3 de Mayo,2,Rural,Privado,,21,25
2023,6,Caazapá,2,Abaí,2,Rural,Privado Subvencionado,,115,128
2023,6,Caazapá,2,Abaí,2,Rural,Privado,,30,28
2023,6,Caazapá,2,Abaí,2,Rural,Oficial,,3024,2847
2023,6,Caazapá,2,Abaí,1,Urbana,Privado,,2,3
2023,6,Caazapá,2,Abaí,1,Urbana,Oficial,,354,395
2023,6,Caazapá,3,Buena Vista,2,Rural,Oficial,,274,235
2023,6,Caazapá,3,Buena Vista,1,Urbana,Oficial,,367,337
2023,6,Caazapá,1,Caazapá,2,Rural,Oficial,,1667,1552
2023,6,Caazapá,1,Caazapá,1,Urbana,Privado Subvencionado,,315,358
2023,6,Caazapá,1,Caazapá,1,Urbana,Privado,,199,205
2023,6,Caazapá,1,Caazapá,1,Urbana,Oficial,,718,732
2023,6,Caazapá,4,Dr. Moisés S. Bertoni,2,Rural,Oficial,,300,294
2023,6,Caazapá,4,Dr. Moisés S. Bertoni,1,Urbana,Oficial,,171,174
2023,6,Caazapá,9,Fulgencio Yegros,1,Urbana,Oficial,,209,237
2023,6,Caazapá,9,Fulgencio Yegros,2,Rural,Oficial,,414,369
2023,6,Caazapá,5,General Higinio Morínigo,1,Urbana,Oficial,,121,120
2023,6,Caazapá,5,General Higinio Morínigo,1,Urbana,Privado Subvencionado,,58,66
2023,6,Caazapá,5,General Higinio Morínigo,2,Rural,Oficial,,483,505
2023,6,Caazapá,6,Maciel,1,Urbana,Oficial,,113,103
2023,6,Caazapá,6,Maciel,2,Rural,Oficial,,310,243
2023,6,Caazapá,7,San Juan Nepomuceno,1,Urbana,Privado,,59,107
2023,6,Caazapá,7,San Juan Nepomuceno,2,Rural,Privado,,34,46
2023,6,Caazapá,7,San Juan Nepomuceno,1,Urbana,Privado Subvencionado,,47,48
2023,6,Caazapá,7,San Juan Nepomuceno,2,Rural,Oficial,,2677,2522
2023,6,Caazapá,7,San Juan Nepomuceno,1,Urbana,Oficial,,1562,1683
2023,6,Caazapá,8,Tavaí,1,Urbana,Oficial,,72,84
2023,6,Caazapá,8,Tavaí,2,Rural,Oficial,,2212,2211
2023,6,Caazapá,10,Yuty,1,Urbana,Privado,,13,68
2023,6,Caazapá,10,Yuty,2,Rural,Oficial,,1086,975
2023,6,Caazapá,10,Yuty,1,Urbana,Privado Subvencionado,,136,150
2023,6,Caazapá,10,Yuty,1,Urbana,Oficial,,654,694
2023,14,Canindeyú,2,Corpus Christi,1,Urbana,Oficial,,388,389
2023,14,Canindeyú,2,Corpus Christi,2,Rural,Oficial,,461,462
2023,14,Canindeyú,2,Corpus Christi,2,Rural,Privado,,6,10
2023,14,Canindeyú,3,Curuguaty,1,Urbana,Privado Subvencionado,,61,20
2023,14,Canindeyú,3,Curuguaty,1,Urbana,Oficial,,2199,2262
2023,14,Canindeyú,3,Curuguaty,1,Urbana,Privado,,278,359
2023,14,Canindeyú,3,Curuguaty,2,Rural,Oficial,,2778,2636
2023,14,Canindeyú,7,Francisco Caballero Alvarez,2,Rural,Oficial,,389,354
2023,14,Canindeyú,7,Francisco Caballero Alvarez,1,Urbana,Oficial,,599,668
2023,14,Canindeyú,5,Itanará,2,Rural,Oficial,,132,131
2023,14,Canindeyú,5,Itanará,1,Urbana,Oficial,,134,151
2023,14,Canindeyú,8,Katueté,1,Urbana,Privado,,110,113
2023,14,Canindeyú,8,Katueté,2,Rural,Oficial,,271,220
2023,14,Canindeyú,8,Katueté,2,Rural,Privado,,50,28
2023,14,Canindeyú,8,Katueté,1,Urbana,Privado Subvencionado,,17,21
2023,14,Canindeyú,8,Katueté,1,Urbana,Oficial,,905,969
2023,14,Canindeyú,9,La Paloma del Espíritu Santo,2,Rural,Oficial,,131,124
2023,14,Canindeyú,9,La Paloma del Espíritu Santo,1,Urbana,Oficial,,568,579
2023,14,Canindeyú,9,La Paloma del Espíritu Santo,1,Urbana,Privado,,123,144
2023,14,Canindeyú,9,La Paloma del Espíritu Santo,1,Urbana,Privado Subvencionado,,108,105
2023,14,Canindeyú,16,Laurel,2,Rural,Oficial,,231,199
2023,14,Canindeyú,16,Laurel,1,Urbana,Oficial,,17,11
2023,14,Canindeyú,14,Maracana,2,Rural,Oficial,,1981,1902
2023,14,Canindeyú,14,Maracana,2,Rural,Privado,,40,32
2023,14,Canindeyú,10,Nueva Esperanza,2,Rural,Privado,,4,3
2023,14,Canindeyú,10,Nueva Esperanza,1,Urbana,Privado,,254,267
2023,14,Canindeyú,10,Nueva Esperanza,1,Urbana,Oficial,,614,686
2023,14,Canindeyú,10,Nueva Esperanza,2,Rural,Oficial,,631,562
2023,14,Canindeyú,15,Puerto Adela,2,Rural,Oficial,,156,153
2023,14,Canindeyú,1,Salto del Guairá,1,Urbana,Oficial,,1893,1903
2023,14,Canindeyú,1,Salto del Guairá,1,Urbana,Privado Subvencionado,,229,266
2023,14,Canindeyú,1,Salto del Guairá,1,Urbana,Privado,,379,459
2023,14,Canindeyú,1,Salto del Guairá,2,Rural,Oficial,,1234,1319
2023,14,Canindeyú,4,Villa Ygatimí,2,Rural,Oficial,,1322,1262
2023,14,Canindeyú,4,Villa Ygatimí,1,Urbana,Oficial,,526,503
2023,14,Canindeyú,4,Villa Ygatimí,2,Rural,Privado,,1,93
2023,14,Canindeyú,11,Yasy Cañy,1,Urbana,Oficial,,365,400
2023,14,Canindeyú,11,Yasy Cañy,2,Rural,Oficial,,2736,2624
2023,14,Canindeyú,11,Yasy Cañy,1,Urbana,Privado,,24,67
2023,14,Canindeyú,13,Yby Pyta,2,Rural,Oficial,,1683,1631
2023,14,Canindeyú,13,Yby Pyta,1,Urbana,Oficial,,150,166
2023,14,Canindeyú,12,Ybyrarovaná,1,Urbana,Oficial,,271,290
2023,14,Canindeyú,12,Ybyrarovaná,2,Rural,Oficial,,1321,1313
2023,14,Canindeyú,12,Ybyrarovaná,2,Rural,Privado,,101,105
2023,14,Canindeyú,6,Ypejhú,1,Urbana,Oficial,,276,305
2023,14,Canindeyú,6,Ypejhú,2,Rural,Oficial,,722,694
2023,0,Capital,0,Asunción,1,Urbana,Oficial,,29156,28731
2023,0,Capital,0,Asunción,1,Urbana,Privado Subvencionado,,16181,16563
2023,0,Capital,0,Asunción,1,Urbana,Privado,,20090,20501
2023,11,Central,1,Areguá,2,Rural,Oficial,,4644,4366
2023,11,Central,1,Areguá,1,Urbana,Oficial,,2063,1969
2023,11,Central,1,Areguá,1,Urbana,Privado,,175,201
2023,11,Central,1,Areguá,2,Rural,Privado,,51,47
2023,11,Central,1,Areguá,2,Rural,Privado Subvencionado,,1242,1274
2023,11,Central,1,Areguá,1,Urbana,Privado Subvencionado,,876,915
2023,11,Central,2,Capiatá,1,Urbana,Privado Subvencionado,,2431,2389
2023,11,Central,2,Capiatá,1,Urbana,Oficial,,22833,21940
2023,11,Central,2,Capiatá,1,Urbana,Privado,,3055,3151
2023,11,Central,2,Capiatá,2,Rural,Oficial,,131,107
2023,11,Central,3,Fernando de la Mora,1,Urbana,Oficial,,6531,6299
2023,11,Central,3,Fernando de la Mora,1,Urbana,Privado Subvencionado,,1579,1719
2023,11,Central,3,Fernando de la Mora,1,Urbana,Privado,,4030,3693
2023,11,Central,4,Guarambaré,1,Urbana,Oficial,,2085,1944
2023,11,Central,4,Guarambaré,1,Urbana,Privado,,297,288
2023,11,Central,4,Guarambaré,2,Rural,Oficial,,754,728
2023,11,Central,4,Guarambaré,1,Urbana,Privado Subvencionado,,563,642
2023,11,Central,5,Itá,2,Rural,Privado Subvencionado,,52,56
2023,11,Central,5,Itá,1,Urbana,Oficial,,3179,3061
2023,11,Central,5,Itá,1,Urbana,Privado,,417,407
2023,11,Central,5,Itá,1,Urbana,Privado Subvencionado,,1101,1124
2023,11,Central,5,Itá,2,Rural,Oficial,,4345,3976
2023,11,Central,6,Itauguá,2,Rural,Privado,,366,328
2023,11,Central,6,Itauguá,1,Urbana,Oficial,,7209,6787
2023,11,Central,6,Itauguá,1,Urbana,Privado Subvencionado,,148,142
2023,11,Central,6,Itauguá,1,Urbana,Privado,,599,719
2023,11,Central,6,Itauguá,2,Rural,Oficial,,2463,2328
2023,11,Central,19,Julián Augusto Saldívar,1,Urbana,Oficial,,1418,1405
2023,11,Central,19,Julián Augusto Saldívar,2,Rural,Privado Subvencionado,,591,565
2023,11,Central,19,Julián Augusto Saldívar,1,Urbana,Privado Subvencionado,,492,507
2023,11,Central,19,Julián Augusto Saldívar,2,Rural,Oficial,,4677,4644
2023,11,Central,19,Julián Augusto Saldívar,2,Rural,Privado,,718,727
2023,11,Central,19,Julián Augusto Saldívar,1,Urbana,Privado,,0,8
2023,11,Central,7,Lambaré,1,Urbana,Privado Subvencionado,,1764,1734
2023,11,Central,7,Lambaré,1,Urbana,Privado,,2669,2812
2023,11,Central,7,Lambaré,1,Urbana,Oficial,,6364,6229
2023,11,Central,8,Limpio,1,Urbana,Privado Subvencionado,,2315,2283
2023,11,Central,8,Limpio,1,Urbana,Privado,,1398,1404
2023,11,Central,8,Limpio,1,Urbana,Oficial,,14394,13791
2023,11,Central,9,Luque,1,Urbana,Privado,,3298,3213
2023,11,Central,9,Luque,1,Urbana,Oficial,,21162,20325
2023,11,Central,9,Luque,2,Rural,Privado,,69,45
2023,11,Central,9,Luque,2,Rural,Oficial,,1354,1216
2023,11,Central,9,Luque,1,Urbana,Privado Subvencionado,,4801,4749
2023,11,Central,10,Mariano Roque Alonso,1,Urbana,Privado,,965,991
2023,11,Central,10,Mariano Roque Alonso,1,Urbana,Oficial,,6280,5830
2023,11,Central,10,Mariano Roque Alonso,1,Urbana,Privado Subvencionado,,1165,1177
2023,11,Central,12,Ñemby,1,Urbana,Oficial,,11170,11151
2023,11,Central,12,Ñemby,1,Urbana,Privado Subvencionado,,1375,1294
2023,11,Central,12,Ñemby,1,Urbana,Privado,,2294,2380
2023,11,Central,11,Nueva Italia,1,Urbana,Privado Subvencionado,,136,154
2023,11,Central,11,Nueva Italia,2,Rural,Oficial,,366,329
2023,11,Central,11,Nueva Italia,1,Urbana,Oficial,,614,591
2023,11,Central,11,Nueva Italia,2,Rural,Privado Subvencionado,,202,205
2023,11,Central,13,San Antonio,1,Urbana,Oficial,,4974,4710
2023,11,Central,13,San Antonio,1,Urbana,Privado Subvencionado,,210,190
2023,11,Central,13,San Antonio,1,Urbana,Privado,,673,653
2023,11,Central,14,San Lorenzo,1,Urbana,Privado,,5090,5056
2023,11,Central,14,San Lorenzo,1,Urbana,Privado Subvencionado,,2709,2475
2023,11,Central,14,San Lorenzo,1,Urbana,Oficial,,17331,17295
2023,11,Central,15,Villa Elisa,1,Urbana,Oficial,,5099,4953
2023,11,Central,15,Villa Elisa,1,Urbana,Privado,,1014,923
2023,11,Central,15,Villa Elisa,1,Urbana,Privado Subvencionado,,1069,1070
2023,11,Central,16,Villeta,1,Urbana,Privado Subvencionado,,291,273
2023,11,Central,16,Villeta,1,Urbana,Oficial,,1789,1758
2023,11,Central,16,Villeta,1,Urbana,Privado,,146,116
2023,11,Central,16,Villeta,2,Rural,Oficial,,2256,2094
2023,11,Central,17,Ypacaraí,2,Rural,Privado,,0,17
2023,11,Central,17,Ypacaraí,1,Urbana,Oficial,,1232,1237
2023,11,Central,17,Ypacaraí,1,Urbana,Privado,,309,321
2023,11,Central,17,Ypacaraí,1,Urbana,Privado Subvencionado,,57,57
2023,11,Central,17,Ypacaraí,2,Rural,Oficial,,786,754
